collection,pack_dir,agent_id,agent_name,version,domain,domain_basis,source_domain,functional_owner,primary_use_case,priority_tier,priority_rank,readiness_status,has_readiness,has_evidence,source_path,source_checksum,skills_count,tools_count,policies_count,source_tags_domain,source_tags_level,source_tags_use_case,manifest_path,canonical_concept_key,exact_duplicate_group_id,overlap_group_ids
github-agents-v1,proration-calculator-github-pack,proration-calculator-github-pack,ProrationCalculator Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Proration Calculator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-12/proration-calculator.agent.md,fb1961662ee2d371f272936f36213408adc80f4a721cb992d1ad0db31731d34d,17,3,1,marketing; finance; executive,specialist,prorationcalculator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/proration-calculator-github-pack/manifest.json,prorationcalculator,,overlap-cash-billing-collections
github-agents-v1,qbr-deck-builder-github-pack,qbr-deck-builder-github-pack,QBRDeckBuilder Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para QBR Deck Builder.",especialista,P1,ready,yes,yes,.github/agents/cycle-09/qbr-deck-builder.agent.md,c8d9fb6df113293afd751b0f799d85e6e170d2af3bbb9085b47c48917c7004a2,17,3,1,marketing; customer-success; executive,specialist,qbrdeckbuilder; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/qbr-deck-builder-github-pack/manifest.json,qbrdeckbuilder,,overlap-cs-health-retention
github-agents-v1,quota-architect-github-pack,quota-architect-github-pack,QuotaArchitect Agent,1.2.0,vendas,manual-override,Executivos e Estratégia,CRO / VP Sales,"Use when designing quota strategy, attainment balance, and target allocation for revenue leadership.",especialista,P1,ready,yes,yes,.github/agents/cycle-01/quota-architect.agent.md,73157f3a566c54ae8a7571ba4eb63a6e02dd38514c2fd535a9ba0a3523748d5b,17,3,1,sales; marketing; executive,department,quotaarchitect; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/quota-architect-github-pack/manifest.json,quotaarchitect,dup-014,overlap-pipeline-forecast-deal-risk; overlap-lead-prospecting-outreach
github-agents-v1,quota-attainment-tracker-github-pack,quota-attainment-tracker-github-pack,QuotaAttainmentTracker Agent,1.2.0,vendas,prompt-domain+rules,RevOps e Inteligência,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Quota Attainment Tracker.",especialista,P1,ready,yes,yes,.github/agents/cycle-10/quota-attainment-tracker.agent.md,1a6a289299e9e9da62152b70786282fc12d3d9630cd231cecde962445fd166d6,17,3,1,sales; marketing; executive,specialist,quotaattainmenttracker; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/quota-attainment-tracker-github-pack/manifest.json,quotaattainmenttracker,,overlap-pipeline-forecast-deal-risk
github-agents-v1,quota-setter-github-pack,quota-setter-github-pack,QuotaSetter Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Quota Setter.",especialista,P1,ready,yes,yes,.github/agents/cycle-06/quota-setter.agent.md,285730a263eb60407a176a3baab14b9b4027ac9676792ebc4ff47d914129fb42,17,3,1,sales; marketing; executive,specialist,quotasetter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/quota-setter-github-pack/manifest.json,quotasetter,,overlap-pipeline-forecast-deal-risk
github-agents-v1,ramp-up-assistant-github-pack,ramp-up-assistant-github-pack,RampUpAssistant Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when accelerating rep ramp-up, structuring onboarding milestones, and reducing time-to-productivity in sales teams.",especialista,P1,ready,yes,yes,.github/agents/cycle-04/ramp-up-assistant.agent.md,c3d3b4e9ea7a3461aca77a471018a855b627e53c998ab9ceec641cb7dd6a5956,17,3,1,sales; marketing; executive,specialist,rampupassistant; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/ramp-up-assistant-github-pack/manifest.json,rampupassistant,,overlap-executive-board-strategy; overlap-product-launch-feedback
github-agents-v1,refund-processor-github-pack,refund-processor-github-pack,RefundProcessor Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Refund Processor.",especialista,P1,ready,yes,yes,.github/agents/cycle-09/refund-processor.agent.md,a83ce78a8df9506782ce9aa248611e0388dd4bba9d9d12850ddbb1a4fd5153bc,17,3,1,marketing; customer-success; executive,specialist,refundprocessor; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/refund-processor-github-pack/manifest.json,refundprocessor,,overlap-cash-billing-collections; overlap-process-workflow-automation
github-agents-v1,regulatory-change-alerter-github-pack,regulatory-change-alerter-github-pack,RegulatoryChangeAlerter Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Regulatory Change Alerter.",especialista,P1,ready,yes,yes,.github/agents/cycle-12/regulatory-change-alerter.agent.md,6a0826bacbed297cea8df7306cafc15ecde42d5757287768f6bed6dec987155c,17,3,1,marketing; finance; executive,specialist,regulatorychangealerter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/regulatory-change-alerter-github-pack/manifest.json,regulatorychangealerter,,overlap-compliance-risk-audit
github-agents-v1,regulatory-training-tracker-github-pack,regulatory-training-tracker-github-pack,RegulatoryTrainingTracker Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Regulatory Training Tracker.",especialista,P1,ready,yes,yes,.github/agents/cycle-14/regulatory-training-tracker.agent.md,5f90f036fde22684753de173b73a86c5a675c5c39272eac25b5b938ee620004c,17,3,1,marketing; compliance; executive,specialist,regulatorytrainingtracker; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/regulatory-training-tracker-github-pack/manifest.json,regulatorytrainingtracker,,overlap-compliance-risk-audit; overlap-enablement-coaching-playbooks
github-agents-v1,relationship-matrix-builder-github-pack,relationship-matrix-builder-github-pack,RelationshipMatrixBuilder Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Relationship Matrix Builder.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/relationship-matrix-builder.agent.md,496c1b8223e6ac402806303be686eedb62cf10ba1ecc9b52d0df0c976dfe418a,17,3,1,marketing; customer-success; executive,specialist,relationshipmatrixbuilder; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/relationship-matrix-builder-github-pack/manifest.json,relationshipmatrixbuilder,,
github-agents-v1,release-note-writer-github-pack,release-note-writer-github-pack,ReleaseNoteWriter Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Release Note Writer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-07/release-note-writer.agent.md,aea84a298cf1d064816288faef7afbd01dbe176daf0d8c9e9409f4385524e306,17,3,1,marketing; analytics; executive,specialist,releasenotewriter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/release-note-writer-github-pack/manifest.json,releasenotewriter,,overlap-product-launch-feedback
github-agents-v1,remediation-plan-tracker-github-pack,remediation-plan-tracker-github-pack,RemediationPlanTracker Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Remediation Plan Tracker.",long_tail,P2,ready,yes,yes,.github/agents/cycle-15/remediation-plan-tracker.agent.md,282694081a383159308b9868a98a0e07955d9f9e56df4ac75c3b01f094794945,17,3,1,marketing; customer-success; executive,specialist,remediationplantracker; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/remediation-plan-tracker-github-pack/manifest.json,remediationplantracker,,
github-agents-v1,remittance-extractor-github-pack,remittance-extractor-github-pack,RemittanceExtractor Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Remittance Extractor.",long_tail,P2,ready,yes,yes,.github/agents/cycle-13/remittance-extractor.agent.md,aab02d48c0b46eb6471bff4ef8499be9c6562f273308693cb30c933fe39d4737,17,3,1,marketing; finance; executive,specialist,remittanceextractor; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/remittance-extractor-github-pack/manifest.json,remittanceextractor,,overlap-cash-billing-collections
github-agents-v1,renewal-contract-generator-github-pack,renewal-contract-generator-github-pack,RenewalContractGenerator Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Renewal Contract Generator.",especialista,P1,ready,yes,yes,.github/agents/cycle-09/renewal-contract-generator.agent.md,ca755b30a1e77fa510e1d9db37fefa22b375dc5d20ef643add9cf6e641951815,17,3,1,sales; marketing; executive,specialist,renewalcontractgenerator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/renewal-contract-generator-github-pack/manifest.json,renewalcontractgenerator,,overlap-cs-health-retention; overlap-compliance-risk-audit
github-agents-v1,renewal-forecast-engine-github-pack,renewal-forecast-engine-github-pack,RenewalForecastEngine Agent,1.2.0,CS,manual-override,Executivos e Estratégia,VP Customer Success,"Use when forecasting renewals, retention exposure, and executive intervention opportunities for recurring revenue stability.",especialista,P1,ready,yes,yes,.github/agents/cycle-02/renewal-forecast-engine.agent.md,79c09dc26dfa1326dca102b725736272c924e94938e15b67df0e293c6242709f,17,3,1,sales; marketing; executive,specialist,renewalforecastengine; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/renewal-forecast-engine-github-pack/manifest.json,renewalforecastengine,,overlap-pipeline-forecast-deal-risk; overlap-cs-health-retention; overlap-fpna-budget-cost; overlap-executive-board-strategy
github-agents-v1,rep-coach-ai-github-pack,rep-coach-ai-github-pack,RepCoach AI Agent,1.2.0,vendas,prompt-domain+rules,Executivos e Estratégia,CRO / VP Sales,"Use when coaching sales reps, identifying execution gaps, and improving conversion behavior with actionable guidance.",especialista,P1,ready,yes,yes,.github/agents/cycle-02/rep-coach-ai.agent.md,63fc1bff853d0c1cf46fcb4abedb5560473786c0bb317f1aa1281963df8eb0bc,17,3,1,sales; marketing; executive,specialist,repcoach-ai; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/rep-coach-ai-github-pack/manifest.json,repcoachai,,overlap-enablement-coaching-playbooks
github-agents-v1,requirements-gatherer-github-pack,requirements-gatherer-github-pack,RequirementsGatherer Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Requirements Gatherer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/requirements-gatherer.agent.md,db438b2a606e4931365ac9f51a8f1dd7fd41eefbbbda631eb8d71bfe918cdc34,17,3,1,marketing; product; executive,specialist,requirementsgatherer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/requirements-gatherer-github-pack/manifest.json,requirementsgatherer,,overlap-product-launch-feedback
github-agents-v1,resource-balancer-github-pack,resource-balancer-github-pack,ResourceBalancer Agent,1.2.0,ops,manual-override,Executivos e Estratégia,COO / RevOps,"Use when balancing team capacity, budget constraints, and strategic priorities across competing initiatives.",especialista,P1,ready,yes,yes,.github/agents/cycle-02/resource-balancer.agent.md,1f3af5fd8cf60c3a51dc7fa7805172f7841fb11e4bb97b33308202c979d4771a,17,3,1,marketing; finance; executive,specialist,resourcebalancer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/resource-balancer-github-pack/manifest.json,resourcebalancer,,overlap-fpna-budget-cost; overlap-process-workflow-automation; overlap-executive-board-strategy
github-agents-v1,reviewer-github-pack,reviewer-github-pack,Reviewer Agent,1.2.0,ops,manual-override,Geral,COO / Platform Ops,"Use when auditing custom agents, skills, prompts, and hooks for syntax, safety, discoverability, and policy compliance before release.",core,P0,ready,yes,yes,.github/agents/reviewer.agent.md,a8321493c673469d82a9e581a7f8b4ea5fb542269d3f92b6e29d6c8e20d35831,15,3,1,marketing; finance; executive,suite,reviewer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/reviewer-github-pack/manifest.json,reviewer,,overlap-compliance-risk-audit; overlap-product-launch-feedback
github-agents-v1,rfp-auto-responder-github-pack,rfp-auto-responder-github-pack,RFPAutoResponder Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para RFP Auto Responder.",long_tail,P2,ready,yes,yes,.github/agents/cycle-05/rfp-auto-responder.agent.md,63ced4d9c24ec0164d5638519c1ae140796660efbafbb88bd275a1ec173999e4,17,3,1,marketing; compliance; executive,specialist,rfpautoresponder; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/rfp-auto-responder-github-pack/manifest.json,rfpautoresponder,,
github-agents-v1,risk-exposure-quantifier-github-pack,risk-exposure-quantifier-github-pack,RiskExposureQuantifier Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Risk Exposure Quantifier.",especialista,P1,ready,yes,yes,.github/agents/cycle-12/risk-exposure-quantifier.agent.md,7a2f5eac7c38fefea4d5d63f3effd73f46d878ec38ff1f7eb1dd1555cbcaf2c5,17,3,1,marketing; finance; executive,specialist,riskexposurequantifier; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/risk-exposure-quantifier-github-pack/manifest.json,riskexposurequantifier,,overlap-compliance-risk-audit
github-agents-v1,roas-maximizer-github-pack,roas-maximizer-github-pack,ROASMaximizer Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para ROAS Maximizer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-07/roas-maximizer.agent.md,a15ee5fda6d42b61ca101bf57aad15ab44953f47c33b087f81c90df9db4d4559,17,3,1,marketing; analytics; executive,specialist,roasmaximizer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/roas-maximizer-github-pack/manifest.json,roasmaximizer,,
github-agents-v1,roi-calculator-builder-github-pack,roi-calculator-builder-github-pack,ROICalculatorBuilder Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Use when building ROI calculators, validating value assumptions, and supporting executive business-case justification.",especialista,P1,ready,yes,yes,.github/agents/cycle-05/roi-calculator-builder.agent.md,5c6bbe078e994cacd4997833845539060857fe7082d0d962013c82b41a8d30c2,17,3,1,marketing; customer-success; executive,specialist,roicalculatorbuilder; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/roi-calculator-builder-github-pack/manifest.json,roicalculatorbuilder,,overlap-support-ticket-sla; overlap-executive-board-strategy
github-agents-v1,roi-scenario-modeler-github-pack,roi-scenario-modeler-github-pack,ROIScenarioModeler Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para ROI Scenario Modeler.",especialista,P1,ready,yes,yes,.github/agents/cycle-06/roi-scenario-modeler.agent.md,f0e2413edf776d63a43d3a80914927aec394d9386e5e5e6f1515edc92e07e292,17,3,1,sales; marketing; executive,specialist,roiscenariomodeler; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/roi-scenario-modeler-github-pack/manifest.json,roiscenariomodeler,,overlap-fpna-budget-cost; overlap-executive-board-strategy
github-agents-v1,routing-traffic-cop-github-pack,routing-traffic-cop-github-pack,RoutingTrafficCop Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when improving lead routing rules, reducing assignment delays, and enforcing fair distribution across sales capacity.",especialista,P1,ready,yes,yes,.github/agents/cycle-03/routing-traffic-cop.agent.md,cf3b03517a09fa1871a624494ceb79cde40f35133824fca5f2e52a4e9ec3e5dc,17,3,1,sales; marketing; executive,specialist,routingtrafficcop; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/routing-traffic-cop-github-pack/manifest.json,routingtrafficcop,,overlap-lead-prospecting-outreach; overlap-process-workflow-automation
github-agents-v1,saas-license-auditor-github-pack,saas-license-auditor-github-pack,SaaSLicenseAuditor Agent,1.2.0,compliance,prompt-domain+rules,Financeiro/Jurídico/Administrativo,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Saa S License Auditor.",especialista,P1,ready,yes,yes,.github/agents/cycle-12/saas-license-auditor.agent.md,6cde5b4645d35218db9ec7ab32cbe40d8ac0f361da4caffc99526dd0dbb71657,17,3,1,marketing; finance; executive,specialist,saaslicenseauditor; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/saas-license-auditor-github-pack/manifest.json,saaslicenseauditor,,overlap-compliance-risk-audit
github-agents-v1,sanctions-screener-github-pack,sanctions-screener-github-pack,SanctionsScreener Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Sanctions Screener.",especialista,P1,ready,yes,yes,.github/agents/cycle-14/sanctions-screener.agent.md,7bdb9faa11e231a4bdecadfbdeb8cd0e34bffe98a74f54e1044a75b0dfc704e9,17,3,1,marketing; compliance; executive,specialist,sanctionsscreener; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/sanctions-screener-github-pack/manifest.json,sanctionsscreener,,overlap-kyc-aml-fraud
github-agents-v1,sar-drafter-github-pack,sar-drafter-github-pack,SARDrafter Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para SAR Drafter.",long_tail,P2,ready,yes,yes,.github/agents/cycle-14/sar-drafter.agent.md,544ba56484b23b35ffca5fcf8027ca184da5ee2ed6504787a45a2c3a8cde38e1,17,3,1,marketing; compliance; executive,specialist,sardrafter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/sar-drafter-github-pack/manifest.json,sardrafter,,overlap-kyc-aml-fraud
github-agents-v1,scalability-predictor-github-pack,scalability-predictor-github-pack,ScalabilityPredictor Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Scalability Predictor.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/scalability-predictor.agent.md,80c7b76c98204dc43deb889d90fa9407e61a1a09b8787358487daca6aea8c1ad,17,3,1,marketing; customer-success; executive,specialist,scalabilitypredictor; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/scalability-predictor-github-pack/manifest.json,scalabilitypredictor,,
github-agents-v1,scenario-modeler-github-pack,scenario-modeler-github-pack,ScenarioModeler Agent,1.2.0,executivo,prompt-domain+rules,Executivos e Estratégia,CEO / Chief of Staff,"Use when modeling strategic scenarios, testing assumptions, and supporting executive decision-making under uncertainty.",especialista,P1,ready,yes,yes,.github/agents/cycle-02/scenario-modeler.agent.md,8071b830d2f01bcbf30fc90aca675dc258ee1277c5d25dd5659b4f7bd0271344,17,3,1,marketing; finance; executive,specialist,scenariomodeler; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/scenario-modeler-github-pack/manifest.json,scenariomodeler,,overlap-support-ticket-sla; overlap-fpna-budget-cost; overlap-executive-board-strategy
github-agents-v1,schema-markup-generator-github-pack,schema-markup-generator-github-pack,SchemaMarkupGenerator Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Schema Markup Generator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-08/schema-markup-generator.agent.md,cdf1141fd0f9eb41432177fbf538df0d6e0614a29c5ca628fd46d108608247da,17,3,1,marketing; customer-success; executive,specialist,schemamarkupgenerator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/schema-markup-generator-github-pack/manifest.json,schemamarkupgenerator,,
github-agents-v1,scope-creep-detector-github-pack,scope-creep-detector-github-pack,ScopeCreepDetector Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Scope Creep Detector.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/scope-creep-detector.agent.md,9c3eb54eae106242d7bb2f3ab8e35de6b7e9cd7c48ad9c931a2840f712fe2e81,17,3,1,marketing; analytics; executive,specialist,scopecreepdetector; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/scope-creep-detector-github-pack/manifest.json,scopecreepdetector,,
github-agents-v1,security-questionnaire-filler-github-pack,security-questionnaire-filler-github-pack,SecurityQuestionnaireFiller Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Security Questionnaire Filler.",long_tail,P2,ready,yes,yes,.github/agents/cycle-06/security-questionnaire-filler.agent.md,e96fe8466453dc54832874b2e6e8f80b322f39f57d4dde68ba17d908cad5cea5,17,3,1,sales; marketing; executive,specialist,securityquestionnairefiller; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/security-questionnaire-filler-github-pack/manifest.json,securityquestionnairefiller,,overlap-compliance-risk-audit
github-agents-v1,semantic-search-kb-github-pack,semantic-search-kb-github-pack,SemanticSearchKB Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Semantic Search KB.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/semantic-search-kb.agent.md,4530d2b623875f7aa2aefbdefde34b0292a5847d55549d74c85e584cb286e0dd,17,3,1,marketing; customer-success; executive,specialist,semanticsearchkb; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/semantic-search-kb-github-pack/manifest.json,semanticsearchkb,,overlap-support-ticket-sla
github-agents-v1,sentiment-aggregator-github-pack,sentiment-aggregator-github-pack,SentimentAggregator Agent,1.2.0,CS,manual-override,Executivos e Estratégia,VP Customer Success,"Use when aggregating sentiment signals from customers, market, and stakeholders to inform executive decisions.",long_tail,P2,ready,yes,yes,.github/agents/cycle-01/sentiment-aggregator.agent.md,25c908a728b8697149ff9e1b7b49955ca38fbc2f96a74ae824d6d07b4e3d5024,17,3,1,marketing; customer-success; executive,specialist,sentimentaggregator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/sentiment-aggregator-github-pack/manifest.json,sentimentaggregator,,overlap-brand-market-competitive; overlap-executive-board-strategy
github-agents-v1,sentiment-shift-alerter-github-pack,sentiment-shift-alerter-github-pack,SentimentShiftAlerter Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Sentiment Shift Alerter.",long_tail,P2,ready,yes,yes,.github/agents/cycle-08/sentiment-shift-alerter.agent.md,5f76eb0bf84f716d591e313ea6eb578eb70ed8dc2db4963532c948944b166243,17,3,1,marketing; customer-success; executive,specialist,sentimentshiftalerter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/sentiment-shift-alerter-github-pack/manifest.json,sentimentshiftalerter,,overlap-process-workflow-automation
github-agents-v1,seo-draft-writer-github-pack,seo-draft-writer-github-pack,SEODraftWriter Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para SEO Draft Writer.",especialista,P1,ready,yes,yes,.github/agents/cycle-07/seo-draft-writer.agent.md,6a6396e67a0afc3d840ed1b06a4b995fc2d3788962a906128c42df0b88e36338,17,3,1,marketing; analytics; executive,specialist,seodraftwriter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/seo-draft-writer-github-pack/manifest.json,seodraftwriter,,overlap-marketing-campaign-content-seo
github-agents-v1,serp-volatility-tracker-github-pack,serp-volatility-tracker-github-pack,SERPVolatilityTracker Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para SERP Volatility Tracker.",experimental,P3,ready,yes,yes,.github/agents/cycle-08/serp-volatility-tracker.agent.md,a6453fdb0f3fc9b3f5179f1d136a8c2a2818ae20f3587ad467456bf52475a478,17,3,1,marketing; customer-success; executive,specialist,serpvolatilitytracker; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/serp-volatility-tracker-github-pack/manifest.json,serpvolatilitytracker,,overlap-marketing-campaign-content-seo
